0.000000,0.000000
0.000000,-0.000000
0.000400,0.020000
0.000400,-0.020000
0.001600,0.040000
0.001600,-0.040000
0.003600,0.060000
0.003600,-0.060000
0.006400,0.080000
0.006400,-0.080000
0.010000,0.100000
0.010000,-0.100000
0.014400,0.120000
0.014400,-0.120000
0.019600,0.140000
0.019600,-0.140000
0.025600,0.160000
0.025600,-0.160000
0.032400,0.180000
0.032400,-0.180000
0.040000,0.200000
0.040000,-0.200000
0.048400,0.220000
0.048400,-0.220000
0.057600,0.240000
0.057600,-0.240000
0.067600,0.260000
0.067600,-0.260000
0.078400,0.280000
0.078400,-0.280000
0.090000,0.300000
0.090000,-0.300000
0.102400,0.320000
0.102400,-0.320000
0.115600,0.340000
0.115600,-0.340000
0.129600,0.360000
0.129600,-0.360000
0.144400,0.380000
0.144400,-0.380000
0.160000,0.400000
0.160000,-0.400000
0.176400,0.420000
0.176400,-0.420000
0.193600,0.440000
0.193600,-0.440000
0.211600,0.460000
0.211600,-0.460000
0.230400,0.480000
0.230400,-0.480000
0.250000,0.500000
0.250000,-0.500000
0.270400,0.520000
0.270400,-0.520000
0.291600,0.540000
0.291600,-0.540000
0.313600,0.560000
0.313600,-0.560000
0.336400,0.580000
0.336400,-0.580000
0.360000,0.600000
0.360000,-0.600000
0.384400,0.620000
0.384400,-0.620000
0.409600,0.640000
0.409600,-0.640000
0.435600,0.660000
0.435600,-0.660000
0.462400,0.680000
0.462400,-0.680000
0.490000,0.700000
0.490000,-0.700000
0.518400,0.720000
0.518400,-0.720000
0.547600,0.740000
0.547600,-0.740000
0.577600,0.760000
0.577600,-0.760000
0.608400,0.780000
0.608400,-0.780000
0.640000,0.800000
0.640000,-0.800000
0.672400,0.820000
0.672400,-0.820000
0.705600,0.840000
0.705600,-0.840000
0.739600,0.860000
0.739600,-0.860000
0.774400,0.880000
0.774400,-0.880000
0.810000,0.900000
0.810000,-0.900000
0.846400,0.920000
0.846400,-0.920000
0.883600,0.940000
0.883600,-0.940000
0.921600,0.960000
0.921600,-0.960000
0.960400,0.980000
0.960400,-0.980000
1.000000,1.000000
1.000000,-1.000000
1.040400,1.020000
1.040400,-1.020000
1.081600,1.040000
1.081600,-1.040000
1.123600,1.060000
1.123600,-1.060000
1.166400,1.080000
1.166400,-1.080000
1.210000,1.100000
1.210000,-1.100000
1.254400,1.120000
1.254400,-1.120000
1.299600,1.140000
1.299600,-1.140000
1.345600,1.160000
1.345600,-1.160000
1.392400,1.180000
1.392400,-1.180000
1.440000,1.200000
1.440000,-1.200000
1.488400,1.220000
1.488400,-1.220000
1.537600,1.240000
1.537600,-1.240000
1.587600,1.260000
1.587600,-1.260000
1.638400,1.280000
1.638400,-1.280000
1.690000,1.300000
1.690000,-1.300000
1.742400,1.320000
1.742400,-1.320000
1.795600,1.340000
1.795600,-1.340000
1.849600,1.360000
1.849600,-1.360000
1.904400,1.380000
1.904400,-1.380000
1.960000,1.400000
1.960000,-1.400000
2.016400,1.420000
2.016400,-1.420000
2.073600,1.440000
2.073600,-1.440000
2.131600,1.460000
2.131600,-1.460000
2.190400,1.480000
2.190400,-1.480000
2.250000,1.500000
2.250000,-1.500000
2.310400,1.520000
2.310400,-1.520000
2.371600,1.540000
2.371600,-1.540000
2.433600,1.560000
2.433600,-1.560000
2.496400,1.580000
2.496400,-1.580000
2.560000,1.600000
2.560000,-1.600000
2.624400,1.620000
2.624400,-1.620000
2.689600,1.640000
2.689600,-1.640000
2.755600,1.660000
2.755600,-1.660000
2.822400,1.680000
2.822400,-1.680000
2.890000,1.700000
2.890000,-1.700000
2.958400,1.720000
2.958400,-1.720000
3.027600,1.740000
3.027600,-1.740000
3.097600,1.760000
3.097600,-1.760000
3.168400,1.780000
3.168400,-1.780000
3.240000,1.800000
3.240000,-1.800000
3.312400,1.820000
3.312400,-1.820000
3.385600,1.840000
3.385600,-1.840000
3.459600,1.860000
3.459600,-1.860000
3.534400,1.880000
3.534400,-1.880000
3.610000,1.900000
3.610000,-1.900000
3.686400,1.920000
3.686400,-1.920000
3.763600,1.940000
3.763600,-1.940000
3.841600,1.960000
3.841600,-1.960000
3.920400,1.980000
3.920400,-1.980000
The total area under the curve from 0 to 4 is 5.333333
